Order_Line_ID,Order_ID,SKU_ID,Qty_Ordered,Qty_Shipped
OL-000606,ORD-00048,SKU-028,34,34
OL-000607,ORD-00048,SKU-026,32,19
OL-000608,ORD-00048,SKU-024,20,20
OL-000609,ORD-00048,SKU-003,58,58
OL-000610,ORD-00180,SKU-018,16,16
OL-000611,ORD-00180,SKU-024,15,15
OL-000612,ORD-00180,SKU-022,59,59
OL-000613,ORD-00180,SKU-010,10,10
OL-000614,ORD-00180,SKU-012,48,48
OL-000615,ORD-00241,SKU-001,39,39
OL-000616,ORD-00241,SKU-021,25,25
OL-000617,ORD-00241,SKU-011,55,55
OL-000618,ORD-00241,SKU-016,49,21
OL-000619,ORD-00241,SKU-017,56,56
OL-000620,ORD-00033,SKU-011,26,26
OL-000621,ORD-00033,SKU-009,30,30
OL-000622,ORD-00033,SKU-010,21,21
OL-000623,ORD-00033,SKU-022,41,41
OL-000624,ORD-00081,SKU-012,58,24
OL-000625,ORD-00081,SKU-017,24,8
OL-000626,ORD-00297,SKU-012,34,19
OL-000627,ORD-00236,SKU-010,14,14
OL-000628,ORD-00087,SKU-029,47,34
OL-000629,ORD-00087,SKU-021,35,35
OL-000630,ORD-00087,SKU-012,46,46
OL-000631,ORD-00162,SKU-008,37,37
OL-000632,ORD-00162,SKU-015,10,10
OL-000633,ORD-00162,SKU-016,41,41
OL-000634,ORD-00162,SKU-025,59,42
OL-000635,ORD-00047,SKU-020,57,57
OL-000636,ORD-00005,SKU-026,56,50
OL-000637,ORD-00005,SKU-027,42,30
OL-000638,ORD-00005,SKU-003,55,55
OL-000639,ORD-00005,SKU-011,35,11
OL-000640,ORD-00005,SKU-018,9,9
OL-000641,ORD-00208,SKU-011,45,45
OL-000642,ORD-00237,SKU-026,18,18
OL-000643,ORD-00182,SKU-030,48,48
OL-000644,ORD-00182,SKU-014,56,56
OL-000645,ORD-00182,SKU-006,23,23
OL-000646,ORD-00023,SKU-025,28,28
OL-000647,ORD-00023,SKU-017,47,47
OL-000648,ORD-00023,SKU-011,13,13
OL-000649,ORD-00023,SKU-027,32,32
OL-000650,ORD-00023,SKU-023,16,16
OL-000651,ORD-00116,SKU-007,52,40
OL-000652,ORD-00116,SKU-028,51,51
OL-000653,ORD-00116,SKU-003,15,15
OL-000654,ORD-00100,SKU-017,32,32
OL-000655,ORD-00100,SKU-025,31,31
OL-000656,ORD-00100,SKU-026,18,18
OL-000657,ORD-00100,SKU-012,36,36
OL-000658,ORD-00100,SKU-016,40,40
OL-000659,ORD-00109,SKU-026,11,11
OL-000660,ORD-00109,SKU-013,53,53
OL-000661,ORD-00109,SKU-029,48,48
OL-000662,ORD-00109,SKU-019,17,12
OL-000663,ORD-00109,SKU-017,51,51
OL-000664,ORD-00129,SKU-009,43,43
OL-000665,ORD-00035,SKU-027,6,6
OL-000666,ORD-00035,SKU-022,56,56
OL-000667,ORD-00148,SKU-015,13,13
OL-000668,ORD-00148,SKU-014,39,39
OL-000669,ORD-00148,SKU-030,41,16
OL-000670,ORD-00011,SKU-012,48,20
OL-000671,ORD-00320,SKU-004,16,10
OL-000672,ORD-00320,SKU-017,29,29
OL-000673,ORD-00320,SKU-002,12,12
OL-000674,ORD-00320,SKU-014,36,36
OL-000675,ORD-00161,SKU-015,23,23
OL-000676,ORD-00102,SKU-003,33,33
OL-000677,ORD-00150,SKU-007,40,40
OL-000678,ORD-00150,SKU-011,59,59
OL-000679,ORD-00150,SKU-024,52,52
OL-000680,ORD-00150,SKU-006,53,53
OL-000681,ORD-00150,SKU-013,39,39
OL-000682,ORD-00137,SKU-005,25,25
OL-000683,ORD-00137,SKU-013,6,6
OL-000684,ORD-00099,SKU-016,31,31
OL-000685,ORD-00099,SKU-012,57,57
OL-000686,ORD-00243,SKU-002,26,26
OL-000687,ORD-00243,SKU-021,7,7
OL-000688,ORD-00243,SKU-017,22,22
OL-000689,ORD-00243,SKU-006,56,56
OL-000690,ORD-00242,SKU-004,56,44
OL-000691,ORD-00242,SKU-026,13,13
OL-000692,ORD-00242,SKU-009,44,44
OL-000693,ORD-00242,SKU-023,34,34
OL-000694,ORD-00302,SKU-028,52,52
OL-000695,ORD-00140,SKU-020,8,7
OL-000696,ORD-00140,SKU-024,14,14
OL-000697,ORD-00140,SKU-012,58,58
OL-000698,ORD-00316,SKU-024,33,33
OL-000699,ORD-00316,SKU-010,20,20
OL-000700,ORD-00303,SKU-029,15,15
OL-000701,ORD-00285,SKU-021,52,52
OL-000702,ORD-00159,SKU-022,34,34
OL-000703,ORD-00172,SKU-025,48,48
OL-000704,ORD-00172,SKU-027,21,21
OL-000705,ORD-00172,SKU-004,35,35
OL-000706,ORD-00172,SKU-018,26,26
OL-000707,ORD-00172,SKU-011,34,34
OL-000708,ORD-00132,SKU-028,52,52
OL-000709,ORD-00132,SKU-024,26,26
OL-000710,ORD-00132,SKU-022,20,20
OL-000711,ORD-00132,SKU-006,24,24
OL-000712,ORD-00132,SKU-013,15,12
OL-000713,ORD-00053,SKU-004,9,9
OL-000714,ORD-00053,SKU-003,36,36
OL-000715,ORD-00245,SKU-006,6,4
OL-000716,ORD-00245,SKU-020,22,14
OL-000717,ORD-00245,SKU-013,13,13
OL-000718,ORD-00245,SKU-028,52,52
OL-000719,ORD-00295,SKU-009,17,12
OL-000720,ORD-00295,SKU-030,26,26
OL-000721,ORD-00098,SKU-028,17,17
OL-000722,ORD-00098,SKU-019,35,35
OL-000723,ORD-00098,SKU-027,7,7
OL-000724,ORD-00014,SKU-028,13,13
OL-000725,ORD-00014,SKU-005,15,15
OL-000726,ORD-00037,SKU-018,25,25
OL-000727,ORD-00032,SKU-007,38,38
OL-000728,ORD-00032,SKU-024,40,24
OL-000729,ORD-00032,SKU-029,52,52
OL-000730,ORD-00032,SKU-019,39,39
OL-000731,ORD-00032,SKU-015,57,57
OL-000732,ORD-00203,SKU-011,11,3
OL-000733,ORD-00135,SKU-015,17,17
OL-000734,ORD-00085,SKU-019,22,22
OL-000735,ORD-00085,SKU-013,47,47
OL-000736,ORD-00085,SKU-029,11,11
OL-000737,ORD-00031,SKU-006,40,22
OL-000738,ORD-00031,SKU-019,14,14
OL-000739,ORD-00031,SKU-012,42,42
OL-000740,ORD-00174,SKU-014,49,49
OL-000741,ORD-00186,SKU-023,14,14
OL-000742,ORD-00186,SKU-022,44,44
OL-000743,ORD-00138,SKU-004,32,32
OL-000744,ORD-00138,SKU-020,56,56
OL-000745,ORD-00138,SKU-006,29,22
OL-000746,ORD-00138,SKU-018,20,20
OL-000747,ORD-00138,SKU-024,59,59
OL-000748,ORD-00030,SKU-015,33,33
OL-000749,ORD-00060,SKU-030,37,37
OL-000750,ORD-00060,SKU-013,18,18
OL-000751,ORD-00060,SKU-026,17,17
OL-000752,ORD-00017,SKU-028,32,32
OL-000753,ORD-00017,SKU-002,54,18
OL-000754,ORD-00017,SKU-018,20,20
OL-000755,ORD-00017,SKU-030,31,31
OL-000756,ORD-00028,SKU-002,54,54
OL-000757,ORD-00028,SKU-023,28,22
OL-000758,ORD-00028,SKU-022,30,30
OL-000759,ORD-00028,SKU-024,40,40
OL-000760,ORD-00216,SKU-026,47,47
OL-000761,ORD-00261,SKU-009,57,25
OL-000762,ORD-00261,SKU-010,43,43
OL-000763,ORD-00261,SKU-013,25,25
OL-000764,ORD-00261,SKU-020,37,37
OL-000765,ORD-00152,SKU-012,45,45
OL-000766,ORD-00152,SKU-018,31,31
OL-000767,ORD-00152,SKU-024,30,30
OL-000768,ORD-00091,SKU-023,26,26
OL-000769,ORD-00091,SKU-007,15,15
OL-000770,ORD-00091,SKU-018,25,25
OL-000771,ORD-00074,SKU-027,11,4
OL-000772,ORD-00074,SKU-021,10,8
OL-000773,ORD-00074,SKU-004,57,57
OL-000774,ORD-00074,SKU-007,49,49
OL-000775,ORD-00227,SKU-009,15,15
OL-000776,ORD-00313,SKU-009,15,15
OL-000777,ORD-00313,SKU-010,53,39
OL-000778,ORD-00015,SKU-005,48,48
OL-000779,ORD-00015,SKU-026,31,31
OL-000780,ORD-00015,SKU-029,49,49
OL-000781,ORD-00015,SKU-021,13,12
OL-000782,ORD-00026,SKU-030,26,26
OL-000783,ORD-00026,SKU-008,12,12
OL-000784,ORD-00259,SKU-021,18,18
OL-000785,ORD-00259,SKU-005,48,48
OL-000786,ORD-00259,SKU-024,36,36
OL-000787,ORD-00259,SKU-015,46,46
OL-000788,ORD-00009,SKU-025,16,16
OL-000789,ORD-00018,SKU-024,24,24
OL-000790,ORD-00018,SKU-009,14,14
OL-000791,ORD-00018,SKU-013,14,14
OL-000792,ORD-00286,SKU-011,44,44
OL-000793,ORD-00286,SKU-014,18,18
OL-000794,ORD-00222,SKU-030,43,43
OL-000795,ORD-00222,SKU-009,21,21
OL-000796,ORD-00222,SKU-006,52,52
OL-000797,ORD-00222,SKU-020,25,25
OL-000798,ORD-00222,SKU-005,54,54
OL-000799,ORD-00071,SKU-023,56,56
OL-000800,ORD-00071,SKU-016,25,25
OL-000801,ORD-00050,SKU-018,59,59
OL-000802,ORD-00050,SKU-019,30,30
OL-000803,ORD-00050,SKU-001,38,38
OL-000804,ORD-00076,SKU-025,24,24
OL-000805,ORD-00076,SKU-028,30,30
OL-000806,ORD-00076,SKU-029,46,46
OL-000807,ORD-00157,SKU-022,5,5
OL-000808,ORD-00300,SKU-015,29,29
OL-000809,ORD-00300,SKU-014,36,36
OL-000810,ORD-00300,SKU-029,46,28
OL-000811,ORD-00283,SKU-030,17,17
OL-000812,ORD-00283,SKU-025,15,15
OL-000813,ORD-00283,SKU-018,48,48
OL-000814,ORD-00287,SKU-026,47,47
OL-000815,ORD-00314,SKU-026,19,19
OL-000816,ORD-00314,SKU-004,50,50
OL-000817,ORD-00314,SKU-005,38,38
OL-000818,ORD-00314,SKU-018,39,39
OL-000819,ORD-00314,SKU-024,56,56
OL-000820,ORD-00289,SKU-017,16,16
OL-000821,ORD-00289,SKU-010,14,6
OL-000822,ORD-00289,SKU-029,17,17
OL-000823,ORD-00020,SKU-023,8,8
OL-000824,ORD-00229,SKU-012,41,41
OL-000825,ORD-00229,SKU-022,15,15
OL-000826,ORD-00229,SKU-026,45,45
OL-000827,ORD-00229,SKU-002,14,14
OL-000828,ORD-00270,SKU-030,55,55
OL-000829,ORD-00270,SKU-024,55,55
OL-000830,ORD-00104,SKU-020,57,57
OL-000831,ORD-00104,SKU-004,20,20
OL-000832,ORD-00104,SKU-009,23,23
OL-000833,ORD-00104,SKU-030,58,58
OL-000834,ORD-00145,SKU-001,43,43
OL-000835,ORD-00145,SKU-008,18,18
OL-000836,ORD-00145,SKU-013,47,47
OL-000837,ORD-00127,SKU-017,16,16
OL-000838,ORD-00127,SKU-022,42,42
OL-000839,ORD-00127,SKU-012,5,5
OL-000840,ORD-00127,SKU-029,36,36
OL-000841,ORD-00249,SKU-029,16,7
OL-000842,ORD-00249,SKU-027,54,54
OL-000843,ORD-00249,SKU-011,33,33
OL-000844,ORD-00078,SKU-022,13,13
OL-000845,ORD-00078,SKU-003,25,10
OL-000846,ORD-00078,SKU-005,18,18
OL-000847,ORD-00078,SKU-028,15,15
OL-000848,ORD-00189,SKU-006,36,36
OL-000849,ORD-00307,SKU-013,40,34
OL-000850,ORD-00307,SKU-014,45,36
OL-000851,ORD-00307,SKU-023,42,42
OL-000852,ORD-00273,SKU-030,14,14
OL-000853,ORD-00244,SKU-012,18,18
OL-000854,ORD-00244,SKU-019,59,59
OL-000855,ORD-00244,SKU-008,45,45
OL-000856,ORD-00211,SKU-023,58,58
OL-000857,ORD-00106,SKU-013,30,30
OL-000858,ORD-00006,SKU-007,14,14
OL-000859,ORD-00308,SKU-013,30,30
OL-000860,ORD-00218,SKU-009,16,16
OL-000861,ORD-00218,SKU-006,54,54
OL-000862,ORD-00265,SKU-008,11,11
OL-000863,ORD-00265,SKU-023,19,19
OL-000864,ORD-00265,SKU-019,20,20
OL-000865,ORD-00120,SKU-001,56,56
OL-000866,ORD-00199,SKU-012,39,39
OL-000867,ORD-00199,SKU-007,26,8
OL-000868,ORD-00199,SKU-027,19,19
OL-000869,ORD-00262,SKU-003,13,13
OL-000870,ORD-00125,SKU-005,38,38
OL-000871,ORD-00125,SKU-023,51,51
OL-000872,ORD-00125,SKU-013,18,18
OL-000873,ORD-00125,SKU-018,51,51
OL-000874,ORD-00133,SKU-007,33,33
OL-000875,ORD-00280,SKU-026,52,52
OL-000876,ORD-00250,SKU-009,38,38
OL-000877,ORD-00250,SKU-019,12,12
OL-000878,ORD-00250,SKU-003,11,11
OL-000879,ORD-00066,SKU-004,53,53
OL-000880,ORD-00066,SKU-005,15,15
OL-000881,ORD-00066,SKU-027,34,34
OL-000882,ORD-00066,SKU-022,59,59
OL-000883,ORD-00281,SKU-023,11,11
OL-000884,ORD-00281,SKU-030,59,59
OL-000885,ORD-00281,SKU-002,18,18
OL-000886,ORD-00281,SKU-005,21,21
OL-000887,ORD-00272,SKU-019,26,26
OL-000888,ORD-00272,SKU-016,50,50
OL-000889,ORD-00272,SKU-015,48,48
OL-000890,ORD-00190,SKU-023,48,48
OL-000891,ORD-00190,SKU-030,15,15
OL-000892,ORD-00190,SKU-024,23,23
OL-000893,ORD-00190,SKU-007,48,48
OL-000894,ORD-00190,SKU-022,29,29
OL-000895,ORD-00070,SKU-023,40,40
OL-000896,ORD-00070,SKU-001,41,41
OL-000897,ORD-00070,SKU-027,31,31
OL-000898,ORD-00070,SKU-020,8,5
OL-000899,ORD-00070,SKU-005,59,59
OL-000900,ORD-00086,SKU-018,38,38
OL-000901,ORD-00086,SKU-003,53,53
